1,1,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,,,,
8,1,王,8-1,4,,一土,5,0081-1,0081-2,0081-3,0081-4,0081-5,,,,,,
8,2,王,8-2,4,,一土,5,0082-1,0082-2,0082-3,0082-4,0082-5,,,,,,
8,3,閏,8-3,11,闰,門王,1,0083-1,,,,,,,,,,
8,4,皇,8-4,9,,白王,5,0084-1,0084-2,0084-3,0084-4,0084-5,,,,,,
8,5,皇,8-5,9,,白王,2,0085-1,0085-2,,,,,,,,,
8,6,玉,8-6,5,,王丶,5,0086-1,0086-2,0086-3,0086-4,0086-5,,,,,,
9,1,玉,9-1,5,,王丶,1,0091-1,,,,,,,,,,
9,2,瓘,9-2,22,,⺩雚,2,0092-1,0092-2,,,,,,,,,
9,3,瑾,9-3,15,,⺩堇,1,0093-1,,,,,,,,,,
9,4,瑜,9-4,13,,⺩俞,1,0094-1,,,,,,,,,,
9,5,玉,9-5,5,,王丶,5,0095-1,0095-2,0095-3,0095-4,0095-5,,,,,,
9,6,玉,9-6,5,,王丶,1,0096-1,,,,,,,,,,
10,1,𤦃(琜),10-1,13,,來玉,1,0101-1,,,,,,,,,,
10,2,瓊,10-2,19,琼,⺩敻,1,0102-1,,,,,,,,,,
10,3,瓚(瓉),10-3,19,瓉,⺩賛,1,0103-1,,,,,,,,,,
10,4,璧,10-4,18,璧,辟玉,1,0104-1,,,,,,,,,,
10,5,環,10-5,18,,⺩睘,2,0105-1,0105-2,,,,,,,,,
10,6,璋,10-6,15,,⺩章,2,0106-1,0106-2,,,,,,,,,
11,1,珽,11-1,11,,⺩廷,1,0111-1,,,,,,,,,,
11,2,瑞,11-2,13,,⺩耑,1,0112-1,,,,,,,,,,
11,3,琫,11-3,12,,⺩奉,1,0113-1,,,,,,,,,,
11,4,𤩰(瑮),11-4,17,,⺩㮚,1,0114-1,,,,,,,,,,
11,5,瑕,11-5,13,,⺩叚,5,0115-1,0115-2,0115-3,0115-4,0115-5,,,,,,
11,6,理,11-6,11,,⺩里,3,0116-1,0116-2,0116-3,,,,,,,,
12,1,珍(珎),12-1,9,珍,⺩㐱,2,0121-1,0121-2,,,,,,,,,
12,2,瑣,12-2,14,琐,⺩𧴪,1,0122-1,,,,,,,,,,
12,3,碧,12-3,14,,珀石,3,0123-1,0123-2,0123-3,,,,,,,,
12,4,琨,12-4,12,,⺩昆,2,0124-1,0124-2,,,,,,,,,
12,5,瑤(𤪅),12-5,15,瑶,⺩䍃,1,0125-1,,,,,,,,,,
12,6,珠,12-6,10,,⺩朱,1,0126-1,,,,,,,,,,
13,1,玟(玫),13-1,8,玟,⺩文,1,0131-1,,,,,,,,,,
13,2,瓌(瑰),13-2,20,,⺩褱,3,0132-1,0132-2,0132-3,,,,,,,,
13,3,璣,13-3,16,玑,⺩幾,2,0133-1,0133-2,,,,,,,,,
13,4,琅,13-4,11,,⺩良,5,0134-1,0134-2,0134-3,0134-4,0134-5,,,,,,
13,5,琅,13-5,11,,⺩良,1,0135-1,,,,,,,,,,
13,6,靈(𤫊),13-6,24,灵,霝巫,4,0136-1,0136-2,0136-3,0136-4,,,,,,,
14,1,靈(𤫊),14-1,24,灵,霝巫,2,0141-1,0141-2,,,,,,,,,
14,2,珙,14-2,10,,⺩共,1,0142-1,,,,,,,,,,
14,3,璉,14-3,14,,⺩連,1,0143-1,,,,,,,,,,
14,4,瑋,14-4,13,,⺩韋,1,0144-1,,,,,,,,,,
14,5,琦,14-5,12,琦,⺩奇,2,0145-1,0145-2,,,,,,,,,
14,6,琘,14-6,13,,⺩昏,1,0146-1,,,,,,,,,,
15,1,玹,15-1,9,,⺩玄,1,0151-1,,,,,,,,,,
15,2,珮,15-2,10,,⺩𫥞,1,0152-1,,,,,,,,,,
15,3,璌,15-3,15,,⺩寅,1,0153-1,,,,,,,,,,
15,4,瑍,15-4,13,,⺩奐,1,0154-1,,,,,,,,,,
15,5,𪻾,15-5,13,,⺩彥,2,0155-1,0155-2,,,,,,,,,
15,6,s096-047,15-6,13,,王+承,1,0156-1,,,,,,,,,,
16,1,s096-045,16-1,10,,王+色,1,0161-1,,,,,,,,,,
16,2,𤤁,16-2,8,,⺩方,1,0162-1,,,,,,,,,,
16,3,s096-074,16-3,13,,王𠂇言,1,0163-1,,,,,,,,,,
16,4,珆,16-4,9,,⺩台,1,0164-1,,,,,,,,,,
16,5,班,16-5,10,,玨󰒐,2,0165-1,0165-2,,,,,,,,,
16,6,士,16-6,3,,十一,4,0166-1,0166-2,0166-3,0166-4,,,,,,,
17,1,壯,17-1,7,壮,爿士,4,0171-1,0171-2,0171-3,0171-4,,,,,,,
17,2,中,17-2,4,,口丨,5,0172-1,0172-2,0172-3,0172-4,0172-5,,,,,,
17,3,中,17-3,4,,口丨,6,0173-1,0173-2,0173-3,0173-4,0173-5,0173-6,,,,,
17,4,中,17-4,4,,口丨,1,0174-1,,,,,,,,,,
17,5,屯,17-5,4,,㇒𡳾,5,0175-1,0175-2,0175-3,0175-4,0175-5,,,,,,
17,6,每,17-6,7,,𠂉母,3·,0176-1,0176-2,0176-3,0176-4,0176-5,0176-6,0176-7,,,,
18,1,毒(𦸕),18-1,9,毒,龶毋,2,0181-1,0181-2,,,,,,,,,
18,2,芬(㞣),18-2,8,芬,艹分八刀,2,0182-1,0182-2,,,,,,,,,
18,3,莊,18-3,11,庄,艹壯,5,0183-1,0183-2,0183-3,0183-4,0183-5,,,,,,
18,4,莊,18-4,11,庄,艹壯,5,0184-1,0184-2,0184-3,0184-4,0184-5,,,,,,
18,5,莊,18-5,11,庄,艹壯,5,0185-1,0185-2,0185-3,0185-4,0185-5,,,,,,
18,6,莊,18-6,11,庄,艹壯,5,0186-1,0186-2,0186-3,0186-4,0186-5,,,,,,
19,1,芝,19-1,8,,艹之,1,0191-1,,,,,,,,,,
19,2,荅,19-2,10,,艹合,1,0192-1,,,,,,,,,,
19,3,萁,19-3,12,,艹其,1,0193-1,,,,,,,,,,
19,4,𧆑(藿),19-4,28,,艹靃,4,0194-1,0194-2,0194-3,0194-4,,,,,,,
19,5,莠,19-5,12,,艹秀,2,0195-1,0195-2,,,,,,,,,
19,6,蘇,19-6,20,苏,艹穌,4,0196-1,0196-2,0196-3,0196-4,,,,,,,
20,1,蘇,20-1,20,苏,艹穌,5,0201-1,0201-2,0201-3,0201-4,0201-5,,,,,,
20,2,蘇,20-2,20,苏,艹穌,4,0202-1,0202-2,0202-3,0202-4,,,,,,,
20,3,蘇,20-3,20,苏,艹穌,2,0203-1,0203-2,,,,,,,,,
20,4,荏,20-4,10,,艹任,3,0204-1,0204-2,0204-3,,,,,,,,
20,5,葵,20-5,13,,艹癸,1,0205-1,,,,,,,,,,
20,6,蓼,20-6,15,,艹翏,1,0206-1,,,,,,,,,,
21,1,芋(芌),21-1,7,芋,艹于,1,0211-1,,,,,,,,,,
21,2,莒,21-2,11,,艹呂,3,0212-1,0212-2,0212-3,,,,,,,,
21,3,蘧,21-3,20,,艹遽,1,0213-1,,,,,,,,,,
21,4,蘘,21-4,21,,艹襄,1,0214-1,,,,,,,,,,
21,5,菁,21-5,12,,艹青,1,0215-1,,,,,,,,,,
21,6,苹,21-6,9,,艹平,1,0216-1,,,,,,,,,,
22,1,茞,22-1,11,,艹臣,1,0221-1,,,,,,,,,,
22,2,藍,22-2,19,蓝,艹監,3,0222-1,0222-2,0222-3,,,,,,,,
22,3,蘭,22-3,20,兰,艹闌,4,0223-1,0223-2,0223-3,0223-4,,,,,,,
22,4,蘭,22-4,20,兰,艹闌,3,0224-1,0224-2,0224-3,,,,,,,,
22,5,茝,22-5,12,,艹𦣞,1,0225-1,,,,,,,,,,
22,6,茖,22-6,10,,艹各,2,0226-1,0226-2,,,,,,,,,
23,1,萇,23-1,12,,艹長,5,0231-1,0231-2,0231-3,0231-4,0231-5,,,,,,
23,2,萇,23-2,12,,艹長,2,0232-1,0232-2,,,,,,,,,
23,3,薊,23-3,17,蓟,艹魝,3,0233-1,0233-2,0233-3,,,,,,,,
23,4,荑,23-4,10,,艹夷,1,0234-1,,,,,,,,,,
23,5,苐(𦯔),23-5,9,,艹𢎨,5,0235-1,0235-2,0235-3,0235-4,0235-5,,,,,,
23,6,苐(𦯔),23-6,9,,艹𢎨,1,0236-1,,,,,,,,,,
24,1,薛,24-1,17,,艹󹯶,5,0241-1,0241-2,0241-3,0241-4,0241-5,,,,,,
24,2,薛,24-2,17,,艹󹯶,5,0242-1,0242-2,0242-3,0242-4,0242-5,,,,,,
24,3,薛,24-3,17,,艹󹯶,5,0243-1,0243-2,0243-3,0243-4,0243-5,,,,,,
24,4,薛,24-4,17,,艹󹯶,2,0244-1,0244-2,,,,,,,,,
24,5,苦,24-5,9,,艹古,3,0245-1,0245-2,0245-3,,,,,,,,
24,6,茅,24-6,9,,艹矛,5,0246-1,0246-2,0246-3,0246-4,0246-5,,,,,,
25,1,茅,25-1,9,,艹矛,3,0251-1,0251-2,0251-3,,,,,,,,
25,2,菅,25-2,12,,艹官,4,0252-1,0252-2,0252-3,0252-4,,,,,,,
25,3,蘄,25-3,20,,艹𰕣,1,0253-1,,,,,,,,,,
25,4,莞,25-4,11,,艹完,3,0254-1,0254-2,0254-3,,,,,,,,
25,5,藺,25-5,19,,艹閵,2,0255-1,0255-2,,,,,,,,,
25,6,蒲,25-6,14,,艹浦,5,0256-1,0256-2,0256-3,0256-4,0256-5,,,,,,
26,1,蒲,26-1,14,,艹浦,3,0261-1,0261-2,0261-3,,,,,,,,
26,2,茥,26-2,10,,艹圭,4,0262-1,0262-2,0262-3,0262-4,,,,,,,
26,3,𦬕,26-3,8,,艹中,2,0263-1,0263-2,,,,,,,,,
26,4,蓨,26-4,15,,艹脩,1,0264-1,,,,,,,,,,
26,5,𦳋(s140-395)(蒯),26-5,13,,艹㕟,5,0265-1,0265-2,0265-3,0265-4,0265-5,,,,,,
26,6,蔞,26-6,15,,艹婁,2,0266-1,0266-2,,,,,,,,,
27,1,茈,27-1,9,,艹此,1,0271-1,,,,,,,,,,
27,2,𧂀(𦾜),27-2,20,,艹䫉,3,0272-1,0272-2,0272-3,,,,,,,,
27,3,薜,27-3,17,,艹辟,3,0273-1,0273-2,0273-3,,,,,,,,
27,4,苞,27-4,9,,艹包,2,0274-1,0274-2,,,,,,,,,
27,5,艾,27-5,6,,艹乂,3,0275-1,0275-2,0275-3,,,,,,,,
27,6,蕫(董),27-6,16,蕫,艹童,5,0276-1,0276-2,0276-3,0276-4,0276-5,,,,,,
28,1,蕫(董),28-1,16,蕫,艹童,5,0281-1,0281-2,0281-3,0281-4,0281-5,,,,,,
28,2,蕫(董),28-2,16,蕫,艹童,5,0282-1,0282-2,0282-3,0282-4,0282-5,,,,,,
28,3,蕫(董),28-3,16,蕫,艹童,3,0283-1,0283-2,0283-3,,,,,,,,
28,4,芀,28-4,6,,艹刀,1,0284-1,,,,,,,,,,
28,5,蓮,28-5,14,莲,艹連,1,0285-1,,,,,,,,,,
28,6,荷,28-6,11,,艹何,1,0286-1,,,,,,,,,,
29,1,蓍,29-1,14,,艹耆,2,0291-1,0291-2,,,,,,,,,
29,2,莪,29-2,11,,艹我,1,0292-1,,,,,,,,,,
29,3,蕭,29-3,18,萧,艹肅,5,0293-1,0293-2,0293-3,0293-4,0293-5,,,,,,
29,4,蕭,29-4,18,萧,艹肅,3,0294-1,0294-2,0294-3,,,,,,,,
29,5,萩,29-5,13,,艹秋,1,0295-1,,,,,,,,,,
29,6,蒍(蔿),29-6,13,蒍,艹為,1,0296-1,,,,,,,,,,
30,1,菀,30-1,12,,艹宛,1,0301-1,,,,,,,,,,
30,2,葛,30-2,13,,艹曷,5,0302-1,0302-2,0302-3,0302-4,0302-5,,,,,,
30,3,葛,30-3,13,,艹曷,1,0303-1,,,,,,,,,,
30,4,蔓,30-4,15,,艹曼,3,0304-1,0304-2,0304-3,,,,,,,,
30,5,莕(荇),30-5,11,,艹杏,2,0305-1,0305-2,,,,,,,,,
30,6,蔣,30-6,15,蒋,艹將,1,0306-1,,,,,,,,,,
31,1,葽,31-1,13,,艹要,1,0311-1,,,,,,,,,,
31,2,蕈,31-2,16,,艹覃,1,0312-1,,,,,,,,,,
31,3,荊,31-3,10,荆,艹刑,5,0313-1,0313-2,0313-3,0313-4,0313-5,,,,,,
31,4,荊,31-4,10,荆,艹刑,5,0314-1,0314-2,0314-3,0314-4,0314-5,,,,,,
31,5,荊,31-5,10,荆,艹刑,3,0315-1,0315-2,0315-3,,,,,,,,
31,6,萌,31-6,12,,艹明,5,0316-1,0316-2,0316-3,0316-4,0316-5,,,,,,
32,1,萌,32-1,12,,艹明,1,0321-1,,,,,,,,,,
32,2,莖,32-2,11,茎,艹巠,1,0322-1,,,,,,,,,,
32,3,葉,32-3,13,叶,艹枼,1,0323-1,,,,,,,,,,
32,4,葩,32-4,13,,艹皅,1,0324-1,,,,,,,,,,
32,5,英,32-5,9,,艹央,2,0325-1,0325-2,,,,,,,,,
32,6,𦬆(芒),32-6,7,,艹亾,5,0326-1,0326-2,0326-3,0326-4,0326-5,,,,,,
33,1,茇,33-1,9,,艹犮,1,0331-1,,,,,,,,,,
33,2,茂,33-2,9,,艹戊,5,0332-1,0332-2,0332-3,0332-4,0332-5,,,,,,
33,3,茲,33-3,10,兹,艹𢆶,4,0333-1,0333-2,0333-3,0333-4,,,,,,,
33,4,芮,33-4,8,,艹內,3,0334-1,0334-2,0334-3,,,,,,,,
33,5,茬,33-5,10,,艹在,1,0335-1,,,,,,,,,,
33,6,蒼,33-6,14,苍,艹倉,5,0336-1,0336-2,0336-3,0336-4,0336-5,,,,,,
34,1,蒼,34-1,14,苍,艹倉,5,0341-1,0341-2,0341-3,0341-4,0341-5,,,,,,
34,2,蒼,34-2,14,苍,艹倉,4,0342-1,0342-2,0342-3,0342-4,,,,,,,
34,3,萃,34-3,12,,艹卒,2,0343-1,0343-2,,,,,,,,,
34,4,苗,34-4,9,,艹田,3,0344-1,0344-2,0344-3,,,,,,,,
34,5,苛,34-5,9,,艹可,2,0345-1,0345-2,,,,,,,,,
34,6,薉,34-6,16,,艹歲,2,0346-1,0346-2,,,,,,,,,
35,1,蔡,35-1,15,,艹祭,5,0351-1,0351-2,0351-3,0351-4,0351-5,,,,,,
35,2,蔡,35-2,15,,艹祭,5,0352-1,0352-2,0352-3,0352-4,0352-5,,,,,,
35,3,蔡,35-3,15,,艹祭,2,0353-1,0353-2,,,,,,,,,
35,4,薄,35-4,17,,艹溥,3,0354-1,0354-2,0354-3,,,,,,,,
35,5,苑,35-5,10,,艹夗,5,0355-1,0355-2,0355-3,0355-4,0355-5,,,,,,
35,6,苑,35-6,10,,艹夗,1,0356-1,,,,,,,,,,
36,1,葘(菑),36-1,13,,艹甾,5,0361-1,0361-2,0361-3,0361-4,0361-5,,,,,,
36,2,茀,36-2,9,,艹弗,4,0362-1,0362-2,0362-3,0362-4,,,,,,,
36,3,苾,36-3,9,,艹必,1,0363-1,,,,,,,,,,
36,4,芳,36-4,8,,艹方,1,0364-1,,,,,,,,,,
36,5,藥,36-5,19,药,艹樂,5,0365-1,0365-2,0365-3,0365-4,0365-5,,,,,,
36,6,藉,36-6,18,,艹耤,5,0366-1,0366-2,0366-3,0366-4,0366-5,,,,,,
37,1,藉,37-1,18,,艹耤,1,0371-1,,,,,,,,,,
37,2,茨,37-2,10,,艹次,1,0372-1,,,,,,,,,,
37,3,蓋,37-3,14,盖,艹盍,5,0373-1,0373-2,0373-3,0373-4,0373-5,,,,,,
37,4,蓋,37-4,14,盖,艹盍,5,0374-1,0374-2,0374-3,0374-4,0374-5,,,,,,
37,5,蓋,37-5,14,盖,艹盍,5,0375-1,0375-2,0375-3,0375-4,0375-5,,,,,,
37,6,蓋,37-6,14,盖,艹盍,3,0376-1,0376-2,0376-3,,,,,,,,
38,1,藩,38-1,19,,艹潘,3,0381-1,0381-2,0381-3,,,,,,,,
38,2,菹,38-2,12,,艹沮,2,0382-1,0382-2,,,,,,,,,
38,3,𧅙,38-3,24,,艹顡,1,0383-1,,,,,,,,,,
38,4,若,38-4,9,,艹右,2,0384-1,0384-2,,,,,,,,,
38,5,苴,38-5,9,,艹且,3,0385-1,0385-2,0385-3,,,,,,,,
38,6,蕢,38-6,16,,艹貴,2,0386-1,0386-2,,,,,,,,,
39,1,芻(蒭),39-1,10,,󰓜󰓜,3,0391-1,0391-2,0391-3,,,,,,,,
39,2,茭,39-2,10,,艹交,1,0392-1,,,,,,,,,,
39,3,薪,39-3,17,,艹新,1,0393-1,,,,,,,,,,
39,4,折,39-4,7,,扌斤,1,0394-1,,,,,,,,,,
39,5,芥,39-5,8,,艹介,3,0395-1,0395-2,0395-3,,,,,,,,
39,6,蔥,39-6,15,葱,艹悤,5,0396-1,0396-2,0396-3,0396-4,0396-5,,,,,,
40,1,蕇,40-1,16,,艹單,1,0401-1,,,,,,,,,,
40,2,葭,40-2,13,,艹叚,1,0402-1,,,,,,,,,,
40,3,萊,40-3,12,莱,艹來,4,0403-1,0403-2,0403-3,0403-4,,,,,,,
40,4,蒙,40-4,14,,艹冡,5,0404-1,0404-2,0404-3,0404-4,0404-5,,,,,,
40,5,蒙,40-5,14,,艹冡,3,0405-1,0405-2,0405-3,,,,,,,,
40,6,范,40-6,9,,艹氾,4,0406-1,0406-2,0406-3,0406-4,,,,,,,
41,1,芑,41-1,7,,艹己,3,0411-1,0411-2,0411-3,,,,,,,,
41,2,茆,41-2,9,,艹卯,2,0412-1,0412-2,,,,,,,,,
41,3,荼,41-3,11,,艹余,2,0413-1,0413-2,,,,,,,,,
41,4,𦾴(蘩),41-4,17,,艹緐,3,0414-1,0414-2,0414-3,,,,,,,,
41,5,蒿,41-5,15,,艹高,1,0415-1,,,,,,,,,,
41,6,蓬,41-6,14,,艹逢,2,0416-1,0416-2,,,,,,,,,
42,1,蘬,42-1,21,,艹歸,1,0421-1,,,,,,,,,,
42,2,葆,42-2,13,,艹保,2,0422-1,0422-2,,,,,,,,,
42,3,蕃,42-3,16,,艹番,5,0423-1,0423-2,0423-3,0423-4,0423-5,,,,,,
42,4,䕺,42-4,22,,艹叢,1,0424-1,,,,,,,,,,
42,5,草,42-5,10,,艹早,1,0425-1,,,,,,,,,,
42,6,菆,42-6,12,,艹取,5,0426-1,0426-2,0426-3,0426-4,0426-5,,,,,,
43,1,春(萅),43-1,9,春,𡗗日,5,0431-1,0431-2,0431-3,0431-4,0431-5,,,,,,
43,2,春(萅),43-2,9,春,𡗗日,5,0432-1,0432-2,0432-3,0432-4,0432-5,,,,,,
43,3,春(萅),43-3,9,春,𡗗日,3,0433-1,0433-2,0433-3,,,,,,,,
43,4,荀,43-4,10,,艹旬,2,0434-1,0434-2,,,,,,,,,
43,5,𦺄,43-5,15,,艹卿,1,0435-1,,,,,,,,,,
43,6,莘,43-6,11,,艹辛,1,0436-1,,,,,,,,,,
44,1,葸,44-1,13,,艹思,1,0441-1,,,,,,,,,,
44,2,艻,44-2,6,,艹力,2,0442-1,0442-2,,,,,,,,,
44,3,𦳑,44-3,13,,艹某,1,0443-1,,,,,,,,,,
44,4,䓘,44-4,12,,艹咎,5,0444-1,0444-2,0444-3,0444-4,0444-5,,,,,,
44,5,䓘,44-5,12,,艹咎,3,0445-1,0445-2,0445-3,,,,,,,,
44,6,葙,44-6,13,,艹相,2,0446-1,0446-2,,,,,,,,,
45,1,莇[筯],45-1,11,,艹助,1,0451-1,,,,,,,,,,
45,2,蘱,45-2,24,,艹類,2,0452-1,0452-2,,,,,,,,,
45,3,𦬫(笑),45-3,8,,艹犬,1,0453-1,,,,,,,,,,
45,4,䓂,45-4,11,,艹言,1,0454-1,,,,,,,,,,
45,5,菟,45-5,11,,艹兔,1,0455-1,,,,,,,,,,
45,6,𦭳,45-6,10,,艹羽,1,0456-1,,,,,,,,,,
46,1,苙[笠],46-1,9,,艹立,1,0461-1,,,,,,,,,,
46,2,苀,46-2,8,,艹亢,1,0462-1,,,,,,,,,,
46,3,䒙,46-3,7,,⺾上,1,0463-1,,,,,,,,,,
46,4,s140-226,46-4,17,,艹+罪,1,0464-1,,,,,,,,,,
46,5,𮑀,46-5,16,,艹博,3,0465-1,0465-2,0465-3,,,,,,,,
46,6,s140-224,46-6,9,,艹+左,2,0466-1,0466-2,,,,,,,,,
47,1,s140-231(𦮴),47-1,12,,艹+𥝝(𦮴),1,0471-1,,,,,,,,,,
47,2,s140-104,47-2,17,,艹+辠,1,0472-1,,,,,,,,,,
47,3,s140-223,47-3,8,,艹+壬,3,0473-1,0473-2,0473-3,,,,,,,,
47,4,s140-225,47-4,9,,艹+匛,1,0474-1,,,,,,,,,,
47,5,㭉,47-5,8,,艹朩木,1,0475-1,,,,,,,,,,
47,6,蘚,47-6,21,藓,艹鮮,1,0476-1,,,,,,,,,,
48,1,s140-229,48-1,17,,艹禾青,1,0481-1,,,,,,,,,,
48,2,s140-228,48-2,15,,艹袁,1,0482-1,,,,,,,,,,
48,3,葂,48-3,13,,艹勉,1,0483-1,,,,,,,,,,
48,4,苒,48-4,9,,艹冉,1,0484-1,,,,,,,,,,
48,5,s140-428,48-5,15,,艹月吕呂,1,0485-1,,,,,,,,,,
48,6,s140-061(藍),48-6,27,,艹鹽,2,0486-1,0486-2,,,,,,,,,
49,1,莫,49-1,11,,艹旲,5,0491-1,0491-2,0491-3,0491-4,0491-5,,,,,,
49,2,莫,49-2,11,,艹旲,4,0492-1,0492-2,0492-3,0492-4,,,,,,,
49,3,莽,49-3,11,,𦬇犬,5,0493-1,0493-2,0493-3,0493-4,0493-5,,,,,,
49,4,莽,49-4,11,,𦬇犬,1,0494-1,,,,,,,,,,
49,5,s140-429,49-5,12,,艹忄旦,1,0495-1,,,,,,,,,,
49,6,,,,,,,,,,,,,,,,,
50,1,,,,,,,,,,,,,,,,,
50,2,,,,,,,,,,,,,,,,,
50,3,,,,,,,,,,,,,,,,,
50,4,,,,,,,,,,,,,,,,,
50,5,,,,,,,,,,,,,,,,,
50,6,,,,,,,,,,,,,,,,,
51,1,,,,,,,,,,,,,,,,,
51,2,,,,,,,,,,,,,,,,,
51,3,小,51-3,3,,亅八,5,0513-1,0513-2,0513-3,0513-4,0513-5,,,,,,
51,4,小,51-4,3,,亅八,6,0514-1,0514-2,0514-3,0514-4,0514-5,0514-6,,,,,
51,5,小,51-5,3,,亅八,2,0515-1,0515-2,,,,,,,,,
51,6,少,51-6,4,,𡭔丿,5,0516-1,0516-2,0516-3,0516-4,0516-5,,,,,,
52,1,少,52-1,4,,𡭔丿,5,0521-1,0521-2,0521-3,0521-4,0521-5,,,,,,
52,2,少,52-2,4,,𡭔丿,4,0522-1,0522-2,0522-3,0522-4,,,,,,,
52,3,八,52-3,2,,丿㇏,4,0523-1,0523-2,0523-3,0523-4,,,,,,,
52,4,分,52-4,4,,八刀,3,0524-1,0524-2,0524-3,,,,,,,,
52,5,曾,52-5,12,,丷𭥴,5,0525-1,0525-2,0525-3,0525-4,0525-5,,,,,,
52,6,曾,52-6,12,,丷𭥴,1,0526-1,,,,,,,,,,
53,1,尚,53-1,8,,⺌冋,5,0531-1,0531-2,0531-3,0531-4,0531-5,,,,,,
53,2,尚,53-2,8,,⺌冋,1,0532-1,,,,,,,,,,
53,3,詹,53-3,13,,厃󰒶,4,0533-1,0533-2,0533-3,0533-4,,,,,,,
53,4,兆,53-4,6,,儿󰐻,1,0534-1,,,,,,,,,,
53,5,公,53-5,4,,八厶,6,0535-1,0535-2,0535-3,0535-4,0535-5,0535-6,,,,,
53,6,公,53-6,4,,八厶,5,0536-1,0536-2,0536-3,0536-4,0536-5,,,,,,
54,1,公,54-1,4,,八厶,5,0541-1,0541-2,0541-3,0541-4,0541-5,,,,,,
54,2,公,54-2,4,,八厶,3,0542-1,0542-2,0542-3,,,,,,,,
54,3,必,54-3,5,,心丿,5,0543-1,0543-2,0543-3,0543-4,0543-5,,,,,,
54,4,余,54-4,7,,𫢉八,4,0544-1,0544-2,0544-3,0544-4,,,,,,,
54,5,番,54-5,12,,釆田,2,0545-1,0545-2,,,,,,,,,
54,6,審,54-6,15,审,宀番,5,0546-1,0546-2,0546-3,0546-4,0546-5,,,,,,
55,1,審,55-1,15,审,宀番,1,0551-1,,,,,,,,,,
